No,Formatted_Name,Name,Pokedex_Entry,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Lvl100_Cost,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total
378,Regice,regice,"REGICE's body was made during an ice age. The deep-frozen body can't be melted, even by fire. This POKéMON controls frigid air of minus 328 degrees F.",3,1.8,175,Ice,,Clear Body,,Ice Body,Blue,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,80,50,100,100,200,50,580
379,Registeel,registeel,REGISTEEL has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this POKéMON eats.,3,1.9,205,Steel,,Clear Body,,Light Metal,Gray,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,80,75,150,75,150,50,580
380,Latias,latias,"LATIAS is highly sensitive to the emotions of people. If it senses any hostility, this POKéMON ruffles the feathers all over its body and cries shrilly to intimidate the foe.",3,1.4,40,Dragon,Psychic,Levitate,,,Red,0,100,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,80,80,90,110,130,110,600
381,Latios,latios,LATIOS has the ability to make its foe see an image of what it has seen or imagines in its head. This POKéMON is intelligent and understands human speech.,3,2,60,Dragon,Psychic,Levitate,,,Blue,100,0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,80,90,80,130,110,110,600
382,Kyogre,kyogre,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.,3,4.5,352,Water,,Drizzle,,,Blue,0,0,100,120,Undiscovered,,3,335,1250000,Legendary,100,100,90,150,140,90,670
383,Groudon,groudon,GROUDON has long been described in mythology as the POKéMON that raised lands and expanded continents. This POKéMON took to sleep after a cataclysmic battle with KYOGRE.,3,3.5,950,Ground,,Drought,,,Red,0,0,100,120,Undiscovered,,3,335,1250000,Legendary,100,150,140,100,90,90,670
384,Rayquaza,rayquaza,"RAYQUAZA lived for hundreds of millions of years in the earth's ozone layer, never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere.",3,7,206.5,Dragon,Flying,Air Lock,,,Green,0,0,100,120,Undiscovered,,45,340,1250000,Legendary,105,150,90,150,90,95,680
385,Jirachi,jirachi,"A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens. If this POKéMON senses danger, it will fight without awakening.",3,0.3,1.1,Steel,Psychic,Serene Grace,,,Yellow,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,100,100,100,100,100,100,600
386,Deoxys,deoxys,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON's chest appears to be its brain.,3,1.7,60.8,Psychic,,Pressure,,,Red,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,50,150,50,150,50,150,600
387,Turtwig,turtwig,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes.",4,0.4,10.2,Grass,,Overgrow,,Shell Armor,Green,87.5,12.5,0,20,Monster,Grass,45,64,1059860,Ordinary,55,68,64,45,55,31,318
388,Grotle,grotle,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell.",4,1.1,97,Grass,,Overgrow,,Shell Armor,Green,87.5,12.5,0,20,Monster,Grass,45,142,1059860,Ordinary,75,89,85,55,65,36,405
389,Torterra,torterra,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,4,2.2,310,Grass,Ground,Overgrow,,Shell Armor,Green,87.5,12.5,0,20,Monster,Grass,45,236,1059860,Ordinary,95,109,105,75,85,56,525
390,Chimchar,chimchar,It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.,4,0.5,6.2,Fire,,Blaze,,Iron Fist,Brown,87.5,12.5,0,20,Ground,Human-Like,45,62,1059860,Ordinary,44,58,44,58,44,61,309
391,Monferno,monferno,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger.",4,0.9,22,Fire,Fighting,Blaze,,Iron Fist,Brown,87.5,12.5,0,20,Ground,Human-Like,45,142,1059860,Ordinary,64,78,52,78,52,81,405
392,Infernape,infernape,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.,4,1.2,55,Fire,Fighting,Blaze,,Iron Fist,Brown,87.5,12.5,0,20,Ground,Human-Like,45,240,1059860,Ordinary,76,104,71,104,71,108,534
393,Piplup,piplup,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.",4,0.4,5.2,Water,,Torrent,,Defiant,Blue,87.5,12.5,0,20,Water1,Ground,45,63,1059860,Ordinary,53,51,53,61,56,40,314
394,Prinplup,prinplup,"It lives alone, away from others. Apparently, every one of them believes it is the most important.",4,0.8,23,Water,,Torrent,,Defiant,Blue,87.5,12.5,0,20,Water1,Ground,45,142,1059860,Ordinary,64,66,68,81,76,50,405
395,Empoleon,empoleon,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,4,1.7,84.5,Water,Steel,Torrent,,Defiant,Blue,87.5,12.5,0,20,Water1,Ground,45,239,1059860,Ordinary,84,86,88,111,101,60,530
396,Starly,starly,"They flock in great numbers. Though small, they flap their wings with great power.",4,0.3,2,Normal,Flying,Keen Eye,,Reckless,Brown,50,50,0,15,Flying,,255,49,1059860,Ordinary,40,55,30,30,30,60,245
397,Staravia,staravia,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.,4,0.6,15.5,Normal,Flying,Intimidate,,Reckless,Brown,50,50,0,15,Flying,,120,119,1059860,Ordinary,55,75,50,40,40,80,340
398,Staraptor,staraptor,It has a savage nature. It will courageously challenge foes that are much larger.,4,1.2,24.9,Normal,Flying,Intimidate,,Reckless,Brown,50,50,0,15,Flying,,45,243,1059860,Ordinary,85,120,70,50,60,100,485
399,Bidoof,bidoof,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",4,0.5,20,Normal,,Simple,Unaware,Moody,Brown,50,50,0,15,Water1,Ground,255,50,1000000,Ordinary,59,45,40,35,40,31,250
400,Bibarel,bibarel,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,4,1,31.5,Normal,Water,Simple,Unaware,Moody,Brown,50,50,0,15,Water1,Ground,127,144,1000000,Ordinary,79,85,60,55,60,71,410
401,Kricketot,kricketot,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone.",4,0.3,2.2,Bug,,Shed Skin,,Run Away,Red,50,50,0,15,Bug,,255,39,1059860,Ordinary,37,25,41,25,41,25,194
402,Kricketune,kricketune,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.,4,1,25.5,Bug,,Swarm,,Technician,Red,50,50,0,15,Bug,,45,134,1059860,Ordinary,77,85,51,55,51,65,384
403,Shinx,shinx,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,4,0.5,9.5,Electric,,Rivalry,Intimidate,Guts,Blue,50,50,0,20,Ground,,235,53,1059860,Ordinary,45,65,34,40,34,45,263
404,Luxio,luxio,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.,4,0.9,30.5,Electric,,Rivalry,Intimidate,Guts,Blue,50,50,0,20,Ground,,120,127,1059860,Ordinary,60,85,49,60,49,60,363
405,Luxray,luxray,It has eyes that can see through anything. It spots and captures prey hiding behind objects.,4,1.4,42,Electric,,Rivalry,Intimidate,Guts,Blue,50,50,0,20,Ground,,45,262,1059860,Ordinary,80,120,79,95,79,70,523
406,Budew,budew,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",4,0.2,1.2,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,Green,50,50,0,20,Undiscovered,,255,56,1059860,Ordinary,40,30,35,50,70,55,280
407,Roserade,roserade,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms.",4,0.9,14.5,Grass,Poison,Natural Cure,Poison Point,Technician,Green,50,50,0,20,Fairy,Grass,75,258,1059860,Ordinary,60,70,65,125,105,90,515
408,Cranidos,cranidos,It lived in jungles around 100 million years ago. Its skull is as hard as iron.,4,0.9,31.5,Rock,,Mold Breaker,,Sheer Force,Blue,87.5,12.5,0,30,Monster,,45,70,600000,Ordinary,67,125,40,30,30,58,350
409,Rampardos,rampardos,Its powerful head butt has enough power to shatter even the most durable things upon impact.,4,1.6,102.5,Rock,,Mold Breaker,,Sheer Force,Blue,87.5,12.5,0,30,Monster,,45,173,600000,Ordinary,97,165,60,65,50,58,495
410,Shieldon,shieldon,A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.,4,0.5,57,Rock,Steel,Sturdy,,Soundproof,Gray,87.5,12.5,0,30,Monster,,45,70,600000,Ordinary,30,42,118,42,88,30,350
411,Bastiodon,bastiodon,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,4,1.3,149.5,Rock,Steel,Sturdy,,Soundproof,Gray,87.5,12.5,0,30,Monster,,45,173,600000,Ordinary,60,52,168,47,138,30,495
412,Burmy,burmy,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.",4,0.2,3.4,Bug,,Shed Skin,,Overcoat,Green,50,50,0,15,Bug,,120,45,1000000,Ordinary,40,29,45,29,45,36,224
413,Wormadam,wormadam,"When BURMY evolved, its cloak became a part of this Pokémon's body. The cloak is never shed.",4,0.5,6.5,Bug,Grass,Anticipation,,Overcoat,Green,0,100,0,15,Bug,,45,148,1000000,Ordinary,60,59,85,79,105,36,424
414,Mothim,mothim,It loves the honey of flowers and steals honey collected by COMBEE.,4,0.9,23.3,Bug,Flying,Swarm,,Tinted Lens,Yellow,100,0,0,15,Bug,,45,148,1000000,Ordinary,70,94,50,94,50,66,424
415,Combee,combee,A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN.,4,0.3,5.5,Bug,Flying,Honey Gather,,Hustle,Yellow,87.5,12.5,0,15,Bug,,120,49,1059860,Ordinary,30,30,42,30,42,70,244
416,Vespiquen,vespiquen,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.,4,1.2,38.5,Bug,Flying,Pressure,,Unnerve,Yellow,0,100,0,15,Bug,,45,166,1059860,Ordinary,70,80,102,80,102,40,474
417,Pachirisu,pachirisu,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.,4,0.4,3.9,Electric,,Run Away,Pickup,Volt Absorb,White,50,50,0,10,Ground,Fairy,200,142,1000000,Ordinary,60,45,70,45,90,95,405
418,Buizel,buizel,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.,4,0.7,29.5,Water,,Swift Swim,,Water Veil,Brown,50,50,0,20,Water1,Ground,190,66,1000000,Ordinary,55,65,35,60,30,85,330
419,Floatzel,floatzel,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.,4,1.1,33.5,Water,,Swift Swim,,Water Veil,Brown,50,50,0,20,Water1,Ground,75,173,1000000,Ordinary,85,105,55,85,50,115,495
420,Cherubi,cherubi,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty.",4,0.4,3.3,Grass,,Chlorophyll,,,Pink,50,50,0,20,Fairy,Grass,190,55,1000000,Ordinary,45,35,45,62,53,35,275
421,Cherrim,cherrim,It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.,4,0.5,9.3,Grass,,Flower Gift,,,Purple,50,50,0,20,Fairy,Grass,75,158,1000000,Ordinary,70,60,70,87,78,85,450
422,Shellos,shellos,"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.",4,0.3,6.3,Water,,Sticky Hold,Storm Drain,Sand Force,Purple,50,50,0,20,Water1,Amorphous,190,65,1000000,Ordinary,76,48,48,57,62,34,325
423,Gastrodon,gastrodon,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back.",4,0.9,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,Purple,50,50,0,20,Water1,Amorphous,75,166,1000000,Ordinary,111,83,68,92,82,39,475
424,Ambipom,ambipom,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",4,1.2,20.3,Normal,,Technician,Pickup,Skill Link,Purple,50,50,0,20,Ground,,45,169,800000,Ordinary,75,100,66,60,66,115,482
425,Drifloon,drifloon,"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons.",4,0.4,1.2,Ghost,Flying,Aftermath,Unburden,Flare Boost,Purple,50,50,0,30,Amorphous,,125,70,1640000,Ordinary,90,50,34,60,44,70,348
426,Drifblim,drifblim,"It's drowzy in daytime, but flies off in the evening in big groups. No one knows where they go.",4,1.2,15,Ghost,Flying,Aftermath,Unburden,Flare Boost,Purple,50,50,0,30,Amorphous,,60,174,1640000,Ordinary,150,80,44,90,54,80,498
427,Buneary,buneary,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.,4,0.4,5.5,Normal,,Run Away,Klutz,Limber,Brown,50,50,0,20,Ground,Human-Like,190,70,1000000,Ordinary,55,66,44,44,56,85,350
428,Lopunny,lopunny,An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.,4,1.2,33.3,Normal,,Cute Charm,Klutz,Limber,Brown,50,50,0,20,Ground,Human-Like,60,168,1000000,Ordinary,65,76,84,54,96,105,480
429,Mismagius,mismagius,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.,4,0.9,4.4,Ghost,,Levitate,,,Purple,50,50,0,25,Amorphous,,45,173,800000,Ordinary,60,60,60,105,105,105,495
430,Honchkrow,honchkrow,"Becoming active at night, it is known to swarm with numerous MURKROW in tow.",4,0.9,27.3,Dark,Flying,Insomnia,Super Luck,Moxie,Black,50,50,0,20,Flying,,30,177,1059860,Ordinary,100,125,52,105,52,71,505
431,Glameow,glameow,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,4,0.5,3.9,Normal,,Limber,Own Tempo,Keen Eye,Gray,25,75,0,20,Ground,,190,62,800000,Ordinary,49,55,42,42,37,85,310
432,Purugly,purugly,It is a brazen brute that barges its way into another Pokémon's nest and claims it as its own.,4,1,43.8,Normal,,Thick Fat,Own Tempo,Defiant,Gray,25,75,0,20,Ground,,75,158,800000,Ordinary,71,82,64,64,59,112,452
433,Chingling,chingling,It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.,4,0.2,0.6,Psychic,,Levitate,,,Yellow,50,50,0,25,Undiscovered,,120,57,800000,Ordinary,45,30,50,65,50,45,285
434,Stunky,stunky,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,4,0.4,19.2,Poison,Dark,Stench,Aftermath,Keen Eye,Purple,50,50,0,20,Ground,,225,66,1000000,Ordinary,63,63,47,41,41,74,329
435,Skuntank,skuntank,It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.,4,1,38,Poison,Dark,Stench,Aftermath,Keen Eye,Purple,50,50,0,20,Ground,,60,168,1000000,Ordinary,103,93,67,71,61,84,479
436,Bronzor,bronzor,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.,4,0.5,60.5,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Green,0,0,100,20,Mineral,,255,60,1000000,Ordinary,57,24,86,24,86,23,300
437,Bronzong,bronzong,"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep.",4,1.3,187,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Green,0,0,100,20,Mineral,,90,175,1000000,Ordinary,67,89,116,79,116,33,500
438,Bonsly,bonsly,It looks as if it is always crying. It is actually adjusting its body's fluid levels by eliminating excess.,4,0.5,15,Rock,,Sturdy,Rock Head,Rattled,Brown,50,50,0,20,Undiscovered,,255,58,1000000,Ordinary,50,80,95,10,45,10,290
439,Mime Jr.,mime-jr,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",4,0.6,13,Psychic,Fairy,Soundproof,Filter,Technician,Pink,50,50,0,25,Undiscovered,,145,62,1000000,Ordinary,20,25,45,70,90,60,310
440,Happiny,happiny,It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.,4,0.6,24.4,Normal,,Natural Cure,Serene Grace,Friend Guard,Pink,0,100,0,40,Undiscovered,,130,110,800000,Ordinary,100,5,5,15,65,30,220
441,Chatot,chatot,"It can learn and speak human words. If they gather, they all learn the same saying.",4,0.5,1.9,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,Black,50,50,0,20,Flying,,30,144,1059860,Ordinary,76,65,45,92,42,91,411
442,Spiritomb,spiritomb,A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.,4,1,108,Ghost,Dark,Pressure,,Infiltrator,Purple,50,50,0,30,Amorphous,,100,170,1000000,Ordinary,50,92,108,92,108,35,485
443,Gible,gible,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",4,0.7,20.5,Dragon,Ground,Sand Veil,,Rough Skin,Blue,50,50,0,40,Monster,Dragon,45,60,1250000,Ordinary,58,70,45,40,45,42,300
444,Gabite,gabite,There is a long-held belief that medicine made from its scales will heal even incurable illnesses.,4,1.4,56,Dragon,Ground,Sand Veil,,Rough Skin,Blue,50,50,0,40,Monster,Dragon,45,144,1250000,Ordinary,68,90,65,50,55,82,410
